,Competitorcount,review_count,categories,opentime,closetime,stars,priceRange,noiselevel,delivery,avg_Income,population
413,8,30,American,8:00,23:00,3.5,2,loud,False,38507,22586
414,8,21,American,11:00,2:00,3.5,1,loud,False,38507,22586
415,8,3,American,11:00,2:00,3.5,2,average,True,38507,22586
416,8,4,American,11:00,1:00,3.0,2,average,False,38507,22586
417,6,179,American,17:00,22:00,4.0,3,average,False,28517,32482
418,6,6,American,8:00,15:00,4.5,1,quiet,,28517,32482
419,6,36,American,18:00,22:00,4.5,4,quiet,False,28517,32482
420,6,18,American,11:00,19:00,2.5,2,average,False,28517,32482
421,6,86,American,11:00,0:00,3.0,2,loud,False,28517,32482
422,6,256,American,17:00,23:00,4.0,3,average,False,28517,32482
423,3,95,American,11:00,23:00,4.0,1,average,False,28156,13203
424,3,90,American,16:00,2:00,4.0,2,average,False,28156,13203
425,3,4,American,6:00,15:30,3.5,1,,False,28156,13203
426,1,27,American,11:00,21:00,4.5,1,average,False,24178,13352
427,3,33,American,12:00,2:00,4.0,2,loud,False,38292,12891
428,3,14,American,11:30,21:00,3.5,2,average,False,38292,12891
429,3,6,American,5:30,20:00,4.0,2,average,False,38292,12891
430,1,11,American,5:30,19:00,4.0,1,quiet,False,27041,31216
431,6,38,American,11:00,15:00,2.5,3,quiet,False,34067,12477
432,6,52,American,17:00,22:00,4.5,3,average,False,34067,12477
433,6,67,American,17:00,23:00,3.0,3,average,False,34067,12477
434,6,116,American,16:00,23:00,3.5,2,average,False,34067,12477
435,6,65,American,17:00,22:00,4.0,4,quiet,False,34067,12477
436,6,47,American,11:00,2:00,4.0,2,loud,False,34067,12477
437,15,4,American,10:00,15:00,4.5,1,loud,False,26712,31850
438,15,15,American,11:00,15:00,3.5,2,very_loud,False,26712,31850
439,15,3,American,10:30,21:00,4.5,1,,,26712,31850
440,15,69,American,11:00,2:00,3.0,2,average,False,26712,31850
441,15,8,American,11:00,1:00,5.0,2,average,False,26712,31850
442,15,28,American,9:00,17:00,3.5,2,average,False,26712,31850
443,15,53,American,11:00,2:00,3.5,2,average,False,26712,31850
444,15,3,American,12:00,20:00,3.0,1,,False,26712,31850
445,15,3,American,0:00,0:00,4.5,0,,,26712,31850
446,15,56,American,11:00,23:00,2.5,2,average,False,26712,31850
447,15,59,American,10:00,21:00,3.0,2,very_loud,False,26712,31850
448,15,7,American,11:00,21:00,3.5,2,average,False,26712,31850
449,15,127,American,11:00,23:00,4.0,2,average,False,26712,31850
450,15,138,American,11:00,22:00,3.5,2,average,False,26712,31850
451,15,7,American,7:00,23:00,2.5,1,,False,26712,31850
452,12,32,American,11:30,21:00,3.0,1,loud,False,18473,28320
453,12,151,American,11:00,2:00,3.5,2,loud,False,18473,28320
454,12,88,American,7:00,22:00,4.0,1,average,False,18473,28320
455,12,60,American,11:00,2:00,3.5,1,very_loud,False,18473,28320
456,12,3,American,10:00,21:00,3.5,2,average,False,18473,28320
457,12,76,American,16:30,0:00,4.0,2,average,False,18473,28320
458,12,185,American,11:30,21:00,3.5,2,average,False,18473,28320
459,12,226,American,11:30,14:00,4.5,3,average,False,18473,28320
460,12,5,American,10:30,2:00,3.0,2,very_loud,True,18473,28320
461,12,232,American,11:00,23:00,3.5,2,average,False,18473,28320
462,12,3,American,17:00,23:00,2.5,1,,,18473,28320
463,12,6,American,11:00,22:00,3.0,2,quiet,False,18473,28320
464,5,11,American,9:00,21:00,4.0,2,average,False,43750,13212
465,5,46,American,11:00,0:00,3.0,2,average,False,43750,13212
466,5,11,American,11:00,21:00,3.5,2,average,False,43750,13212
467,5,27,American,18:00,23:00,4.5,3,quiet,False,43750,13212
468,5,16,American,17:30,23:00,2.5,2,average,False,43750,13212
469,10,54,American,11:00,2:00,4.0,2,loud,False,39526,24691
470,10,32,American,11:00,21:00,4.0,2,average,False,39526,24691
471,10,12,American,0:00,0:00,3.5,2,average,False,39526,24691
472,10,15,American,11:00,21:30,3.5,1,average,False,39526,24691
473,10,37,American,11:00,22:00,4.0,2,average,True,39526,24691
474,10,27,American,11:00,18:00,4.5,1,quiet,False,39526,24691
475,10,5,American,16:00,2:00,2.0,2,loud,False,39526,24691
476,10,12,American,10:00,22:00,4.5,1,quiet,False,39526,24691
477,10,9,American,12:00,23:30,3.0,2,average,False,39526,24691
478,10,6,American,16:00,21:30,4.0,2,average,False,39526,24691
479,9,60,American,16:00,2:00,3.5,1,loud,False,45173,26425
480,9,42,American,11:00,21:00,4.0,2,quiet,False,45173,26425
481,9,3,American,15:00,2:00,2.5,2,,False,45173,26425
482,9,68,American,11:00,0:00,3.0,2,average,False,45173,26425
483,9,22,American,4:30,22:00,4.0,1,quiet,False,45173,26425
484,9,74,American,11:30,0:00,4.0,2,average,False,45173,26425
485,9,8,American,11:00,21:00,3.0,2,loud,,45173,26425
486,9,34,American,17:00,22:00,4.0,2,average,,45173,26425
487,9,8,American,16:00,2:00,4.0,1,quiet,False,45173,26425
488,2,87,American,17:00,21:30,4.5,3,average,False,35983,14956
489,2,17,American,7:00,20:00,3.0,2,average,False,35983,14956
490,18,14,American,11:00,22:00,4.0,2,average,False,14399,19204
491,18,43,American,11:00,0:00,3.0,2,average,False,14399,19204
492,18,50,American,11:00,2:00,2.5,2,average,False,14399,19204
493,18,6,American,7:00,20:00,2.5,0,,,14399,19204
494,18,18,American,11:30,22:00,2.5,2,average,False,14399,19204
495,18,35,American,6:00,23:00,2.5,2,quiet,False,14399,19204
496,18,18,American,10:00,2:00,3.0,2,average,False,14399,19204
497,18,10,American,11:00,21:00,2.5,2,average,False,14399,19204
498,18,9,American,8:00,17:00,3.0,2,,False,14399,19204
499,18,39,American,11:00,22:00,3.0,2,average,False,14399,19204
500,18,3,American,5:00,21:00,3.0,3,,False,14399,19204
501,18,34,American,16:30,2:00,2.5,2,very_loud,False,14399,19204
502,18,14,American,6:00,0:00,2.5,2,average,False,14399,19204
503,18,15,American,9:00,17:00,3.5,1,loud,False,14399,19204
504,18,17,American,6:30,23:00,3.0,2,average,False,14399,19204
505,18,9,American,11:00,14:30,2.5,1,,False,14399,19204
506,18,37,American,11:00,14:30,4.0,3,quiet,False,14399,19204
507,18,10,American,11:00,20:00,3.0,2,average,False,14399,19204
508,4,8,American,9:00,17:00,4.5,2,quiet,False,44018,19693
509,4,5,American,10:30,22:00,4.0,1,average,False,44018,19693
510,4,9,American,11:00,23:00,4.0,3,quiet,False,44018,19693
511,4,7,American,8:30,19:00,4.0,1,average,False,44018,19693
512,2,5,American,6:00,21:30,3.5,2,,False,30668,36387
513,2,56,American,17:00,22:00,4.0,2,average,False,30668,36387
514,37,41,American,11:00,2:00,3.0,2,average,False,18598,1999
515,37,96,American,7:00,15:00,4.0,2,average,True,18598,1999
516,37,7,American,9:00,17:00,2.5,3,,False,18598,1999
517,37,6,American,10:00,19:00,2.5,1,loud,False,18598,1999
518,37,50,American,11:00,22:00,3.0,2,average,True,18598,1999
519,37,65,American,11:00,0:00,3.0,2,average,False,18598,1999
520,37,45,American,11:00,22:00,3.5,3,quiet,False,18598,1999
521,37,76,American,7:00,21:00,3.5,2,quiet,False,18598,1999
522,37,38,American,17:00,3:00,3.5,2,average,False,18598,1999
523,37,16,American,6:00,20:00,3.5,1,quiet,False,18598,1999
524,37,89,American,17:00,22:00,3.5,3,average,False,18598,1999
525,37,334,American,11:30,22:00,4.0,3,average,False,18598,1999
526,37,65,American,5:30,19:30,3.5,3,loud,False,18598,1999
527,37,7,American,11:00,20:00,2.5,2,very_loud,,18598,1999
528,37,7,American,11:30,2:00,2.5,2,,False,18598,1999
529,37,18,American,11:30,2:00,3.5,1,,False,18598,1999
530,37,3,American,6:00,19:00,4.0,1,,False,18598,1999
531,37,132,American,11:30,2:00,3.5,2,average,False,18598,1999
532,37,39,American,11:30,0:00,3.5,2,average,False,18598,1999
533,37,102,American,6:30,22:00,3.5,3,average,False,18598,1999
534,37,657,American,12:00,14:00,4.0,3,average,False,18598,1999
535,37,169,American,17:00,23:00,4.5,3,loud,False,18598,1999
536,37,190,American,17:00,12:00,4.0,2,loud,False,18598,1999
537,37,93,American,11:00,20:00,4.0,1,average,True,18598,1999
538,37,6,American,10:00,19:00,3.5,2,,False,18598,1999
539,37,111,American,11:00,23:00,3.5,2,average,False,18598,1999
540,37,31,American,7:00,15:00,3.5,1,average,False,18598,1999
541,37,5,American,13:30,21:30,3.5,1,,False,18598,1999
542,37,137,American,11:00,0:00,3.5,2,average,False,18598,1999
543,37,53,American,11:00,21:00,3.5,1,average,False,18598,1999
544,37,52,American,11:00,2:00,3.5,2,average,False,18598,1999
545,37,178,American,11:00,23:00,3.0,2,average,False,18598,1999
546,37,286,American,11:00,19:00,5.0,2,average,False,18598,1999
547,37,15,American,9:00,17:00,3.5,2,average,False,18598,1999
548,37,9,American,0:00,0:00,3.0,1,loud,False,18598,1999
549,37,77,American,11:00,22:00,3.0,2,average,False,18598,1999
550,37,5,American,12:00,2:00,2.5,1,average,,18598,1999
551,2,7,American,11:00,2:00,5.0,1,loud,False,33724,7991
552,2,20,American,6:00,2:00,5.0,1,quiet,False,33724,7991
553,8,39,American,15:30,2:00,4.0,2,average,False,22880,12095
554,8,51,American,11:00,2:00,3.5,2,average,False,22880,12095
555,8,139,American,12:00,22:00,4.0,3,average,False,22880,12095
556,8,86,American,11:00,21:00,4.0,2,average,False,22880,12095
557,8,36,American,11:30,22:00,4.0,2,quiet,False,22880,12095
558,8,6,American,8:00,22:00,3.5,2,average,True,22880,12095
559,8,20,American,16:00,2:00,3.5,1,loud,False,22880,12095
560,8,13,American,10:30,22:00,3.5,1,very_loud,False,22880,12095
561,2,11,American,11:00,17:00,3.5,2,loud,False,37889,14648
562,2,20,American,11:00,0:00,3.0,2,average,False,37889,14648
563,1,6,American,11:00,21:00,2.0,3,average,False,38439,29621
564,2,32,American,11:30,22:00,4.0,3,average,False,58440,17723
565,2,47,American,11:00,0:00,3.0,2,average,False,58440,17723
566,11,56,American,17:00,23:00,3.5,2,quiet,False,32552,11792
567,11,41,American,16:00,2:00,4.0,1,loud,False,32552,11792
568,11,91,American,11:00,2:00,3.5,2,average,False,32552,11792
569,11,37,American,11:00,2:00,3.0,1,average,False,32552,11792
570,11,127,American,17:00,22:00,4.0,2,average,False,32552,11792
571,11,6,American,11:00,22:00,3.0,2,,,32552,11792
572,11,53,American,10:00,20:30,4.0,2,quiet,False,32552,11792
573,11,87,American,11:00,22:00,3.0,2,average,True,32552,11792
574,11,30,American,9:00,17:00,3.0,2,loud,False,32552,11792
575,11,192,American,11:30,2:00,3.5,2,loud,False,32552,11792
576,11,32,American,11:00,2:00,3.5,1,loud,True,32552,11792
577,2,5,American,11:30,22:00,3.0,2,,False,23841,4876
578,2,18,American,17:00,22:00,4.0,3,quiet,False,23841,4876
579,5,5,American,10:00,22:00,4.0,1,,False,40756,14911
580,5,4,American,11:00,16:00,4.0,2,,,40756,14911
581,5,7,American,11:00,21:00,4.0,1,quiet,False,40756,14911
582,5,10,American,9:00,18:00,2.0,2,average,False,40756,14911
583,5,21,American,16:00,22:30,4.0,2,average,False,40756,14911
584,1,7,American,11:00,2:00,3.5,2,average,True,41367,39126
585,3,8,American,11:30,23:00,4.5,2,average,False,46913,30630
586,3,7,American,11:00,23:00,4.0,2,average,False,46913,30630
587,3,50,American,11:00,22:00,4.0,2,average,False,46913,30630
588,6,13,American,11:00,22:00,3.5,2,average,True,67370,13571
589,6,9,American,8:00,19:00,3.0,1,average,False,67370,13571
590,6,13,American,11:00,22:00,3.5,2,loud,False,67370,13571
591,6,19,American,11:00,22:00,2.0,2,average,False,67370,13571
592,6,26,American,11:00,2:00,3.5,2,average,False,67370,13571
593,6,10,American,10:00,20:00,2.5,2,average,False,67370,13571
594,2,16,American,17:00,22:00,4.5,3,average,False,85102,20616
595,2,18,American,11:00,1:00,3.0,2,average,True,85102,20616
596,2,64,Deli,11:00,20:00,4.5,1,average,False,27031,14326
597,2,39,Deli,10:00,17:00,4.0,1,quiet,False,27031,14326
598,1,64,Deli,10:00,23:00,4.0,1,average,True,27595,9613
599,1,9,Deli,7:00,18:00,4.5,1,average,False,38507,22586
600,1,84,Deli,11:00,19:00,4.5,1,average,False,28156,13203
601,1,3,Deli,10:00,18:00,4.0,1,quiet,False,27041,31216
602,5,3,Deli,12:00,20:00,3.5,1,quiet,False,26712,31850
603,5,12,Deli,9:00,1:00,3.0,2,very_loud,True,26712,31850
604,5,6,Deli,10:00,17:00,4.5,1,quiet,False,26712,31850
605,5,7,Deli,0:00,0:00,3.0,1,quiet,True,26712,31850
606,5,7,Deli,9:00,15:30,5.0,1,loud,False,26712,31850
607,7,11,Deli,8:00,19:00,4.5,1,quiet,True,18473,28320
608,7,11,Deli,11:00,22:00,3.5,1,average,True,18473,28320
609,7,23,Deli,7:00,18:00,3.5,1,quiet,True,18473,28320
610,7,14,Deli,9:00,18:00,3.0,1,quiet,False,18473,28320
611,7,81,Deli,7:00,19:00,4.0,1,average,False,18473,28320
612,7,76,Deli,11:00,20:00,3.5,1,average,False,18473,28320
613,7,31,Deli,10:30,19:00,4.5,1,quiet,False,18473,28320
614,1,6,Deli,11:00,1:00,3.0,2,average,False,43750,13212
615,3,3,Deli,10:00,20:00,4.5,2,,,39526,24691
616,3,9,Deli,9:30,19:00,4.0,1,quiet,True,39526,24691
617,3,55,Deli,11:00,22:00,3.5,2,average,True,39526,24691
618,5,13,Deli,12:00,22:00,3.0,1,average,False,45173,26425
619,5,60,Deli,6:00,19:00,3.0,1,average,False,45173,26425
620,5,73,Deli,8:00,17:00,4.0,1,average,False,45173,26425
621,5,6,Deli,8:00,19:00,4.0,1,quiet,True,45173,26425
622,5,14,Deli,12:00,20:00,2.5,1,,True,45173,26425
623,1,5,Deli,10:00,20:30,5.0,1,quiet,False,14399,19204
624,1,5,Deli,7:00,19:00,2.5,2,average,False,44018,19693
625,9,3,Deli,11:00,18:00,3.5,0,,,18598,1999
626,9,5,Deli,7:00,15:00,3.0,3,quiet,False,18598,1999
627,9,8,Deli,9:00,20:00,4.5,1,average,False,18598,1999
628,9,20,Deli,7:30,15:00,4.0,1,quiet,False,18598,1999
629,9,14,Deli,11:00,21:00,3.5,1,average,True,18598,1999
630,9,3,Deli,10:00,19:00,4.5,1,quiet,,18598,1999
631,9,5,Deli,10:30,0:00,3.0,1,average,True,18598,1999
632,9,30,Deli,7:00,20:00,3.5,1,average,False,18598,1999
633,9,20,Deli,9:00,17:00,4.0,1,average,False,18598,1999
634,3,21,Deli,9:00,18:00,4.5,1,average,False,22880,12095
635,3,12,Deli,8:00,18:00,3.5,1,average,False,22880,12095
636,3,3,Deli,11:00,19:00,4.0,0,,,22880,12095
637,1,24,Deli,11:00,2:00,3.5,2,average,False,32552,11792
638,1,62,Seafood,11:30,21:30,3.0,2,average,False,27595,9613
639,1,3,Seafood,16:00,21:30,1.5,1,average,False,27041,31216
640,3,173,Seafood,11:00,22:00,4.0,3,average,False,34067,12477
641,3,18,Seafood,17:30,22:00,3.0,3,average,False,34067,12477
642,3,56,Seafood,11:30,23:00,3.5,2,average,False,34067,12477
643,3,10,Seafood,12:00,20:00,2.5,2,average,False,26712,31850
644,3,4,Seafood,8:00,19:00,4.0,2,quiet,False,26712,31850
645,3,7,Seafood,10:00,23:00,4.0,1,,False,26712,31850
646,2,50,Seafood,11:00,0:00,3.5,2,loud,False,14399,19204
647,2,173,Seafood,11:00,22:00,3.5,3,average,False,14399,19204
648,13,67,Seafood,10:00,22:00,3.0,1,average,False,18598,1999
649,13,37,Seafood,9:00,17:00,2.5,2,average,False,18598,1999
650,13,32,Seafood,0:00,0:00,4.0,3,average,False,18598,1999
651,13,97,Seafood,11:30,22:00,4.0,4,average,False,18598,1999
652,13,137,Seafood,9:00,16:00,4.5,2,loud,False,18598,1999
653,13,67,Seafood,11:00,16:00,4.0,2,average,False,18598,1999
654,13,134,Seafood,11:00,21:00,4.0,2,average,True,18598,1999
655,13,44,Seafood,11:00,21:00,3.5,3,average,False,18598,1999
656,13,23,Seafood,9:00,18:00,3.5,3,average,False,18598,1999
657,13,117,Seafood,8:00,17:30,4.0,2,average,False,18598,1999
658,13,125,Seafood,11:00,0:00,2.5,2,average,False,18598,1999
659,13,3,Seafood,17:00,22:00,3.5,2,,,18598,1999
660,13,74,Seafood,11:00,23:00,2.5,3,quiet,False,18598,1999
661,2,3,Seafood,7:00,19:00,4.0,0,,,22880,12095
662,2,15,Seafood,11:00,21:00,3.5,2,quiet,False,22880,12095
663,1,37,Seafood,11:00,22:00,3.5,2,average,False,37889,14648
664,1,24,Seafood,11:00,22:00,3.5,3,average,False,67370,13571
665,3,13,Italian,16:00,21:00,4.0,3,average,,27031,14326
666,3,45,Italian,17:00,0:00,3.0,2,average,False,27031,14326
667,3,4,Italian,9:00,16:00,3.5,0,,,27031,14326
668,5,3,Italian,10:00,19:00,4.5,2,,,27595,9613
669,5,6,Italian,19:00,2:00,3.0,2,,,27595,9613
670,5,27,Italian,7:00,22:00,4.0,2,quiet,False,27595,9613
671,5,47,Italian,17:00,22:30,4.0,3,average,False,27595,9613
672,5,108,Italian,17:00,2:00,4.5,3,average,False,27595,9613
673,3,58,Italian,16:00,22:00,4.5,4,quiet,False,28517,32482
674,3,46,Italian,16:00,22:00,2.5,2,average,False,28517,32482
675,3,136,Italian,17:00,22:00,4.0,2,average,False,28517,32482
676,1,72,Italian,16:30,22:00,4.5,4,average,False,27041,31216
677,2,56,Italian,16:00,22:00,3.5,2,average,False,34067,12477
678,2,27,Italian,17:00,21:00,3.5,3,quiet,False,34067,12477
679,2,5,Italian,11:00,21:00,5.0,3,quiet,False,26712,31850
680,2,71,Italian,11:00,21:00,4.0,2,average,True,26712,31850
681,4,33,Italian,17:00,23:00,4.0,3,quiet,True,18473,28320
682,4,9,Italian,11:00,23:00,3.0,2,average,False,18473,28320
683,4,77,Italian,11:00,0:00,3.0,2,average,False,18473,28320
684,4,42,Italian,11:30,21:00,3.5,3,quiet,False,18473,28320
685,3,6,Italian,16:00,22:00,3.5,0,very_loud,False,39526,24691
686,3,24,Italian,11:30,22:00,3.5,3,quiet,False,39526,24691
687,3,3,Italian,11:30,21:30,5.0,2,quiet,False,39526,24691
688,3,6,Italian,11:00,22:00,3.0,2,average,False,45173,26425
689,3,13,Italian,11:00,19:00,2.0,3,average,True,45173,26425
690,3,9,Italian,9:00,18:00,2.5,2,quiet,True,45173,26425
691,1,18,Italian,17:00,21:00,3.0,2,average,False,35983,14956
692,4,5,Italian,10:30,21:00,2.5,2,,False,14399,19204
693,4,24,Italian,8:00,22:00,4.0,2,average,False,14399,19204
694,4,60,Italian,11:00,22:00,3.0,2,average,True,14399,19204
695,4,9,Italian,7:00,15:00,3.5,3,quiet,False,14399,19204
696,6,9,Italian,11:30,21:00,4.0,2,average,False,44018,19693
697,6,27,Italian,11:00,21:00,4.0,2,average,False,44018,19693
698,6,18,Italian,10:30,21:00,3.5,3,quiet,False,44018,19693
699,6,5,Italian,9:00,21:00,4.0,2,average,False,44018,19693
700,6,27,Italian,11:00,22:00,4.0,2,average,False,44018,19693
701,6,19,Italian,11:00,22:00,3.5,2,average,False,44018,19693
702,20,13,Italian,11:00,22:00,3.0,2,loud,False,18598,1999
703,20,32,Italian,11:00,23:00,3.0,3,average,False,18598,1999
704,20,74,Italian,11:00,22:00,2.5,2,average,False,18598,1999
705,20,8,Italian,16:00,23:30,3.5,2,loud,,18598,1999
706,20,15,Italian,10:30,20:00,4.5,1,,True,18598,1999
707,20,22,Italian,9:00,21:00,3.5,3,average,False,18598,1999
708,20,87,Italian,6:00,16:00,4.0,2,average,False,18598,1999
709,20,93,Italian,11:00,22:00,4.0,2,average,False,18598,1999
710,20,4,Italian,8:00,17:00,3.5,2,average,True,18598,1999
711,20,82,Italian,11:00,0:00,4.0,2,loud,False,18598,1999
712,20,24,Italian,11:00,21:00,3.0,2,average,False,18598,1999
713,20,19,Italian,11:00,21:00,3.0,2,very_loud,False,18598,1999
714,20,4,Italian,7:00,14:00,4.0,2,,,18598,1999
715,20,222,Italian,11:30,14:00,3.5,3,average,False,18598,1999
716,20,35,Italian,11:00,23:00,2.5,2,quiet,False,18598,1999
717,20,16,Italian,11:30,2:00,3.5,1,average,False,18598,1999
718,20,16,Italian,11:30,21:00,2.0,2,average,False,18598,1999
719,20,8,Italian,11:00,21:00,3.5,2,average,,18598,1999
720,20,131,Italian,11:30,23:00,4.5,2,average,False,18598,1999
721,20,21,Italian,10:00,21:00,4.0,3,average,False,18598,1999
722,4,40,Italian,11:00,2:00,3.0,2,average,False,22880,12095
723,4,53,Italian,11:00,22:00,3.5,2,average,True,22880,12095
724,4,60,Italian,7:00,16:00,3.5,1,quiet,True,22880,12095
725,4,9,Italian,8:00,18:00,2.5,2,quiet,True,22880,12095
726,3,11,Italian,12:00,21:00,4.0,2,average,False,37889,14648
727,3,10,Italian,16:00,22:00,4.0,2,average,False,37889,14648
728,3,15,Italian,9:00,2:00,4.0,2,average,False,37889,14648
729,1,3,Italian,10:00,18:00,2.0,2,,,58440,17723
730,2,56,Italian,17:00,2:00,3.5,2,average,False,32552,11792
731,2,136,Italian,11:30,22:00,3.5,2,very_loud,False,32552,11792
732,1,12,Italian,11:00,21:00,3.0,2,quiet,False,40756,14911
733,1,5,Italian,11:30,22:00,3.5,2,average,False,41367,39126
734,1,11,Italian,8:00,21:00,3.5,2,average,True,46913,30630
735,1,19,Italian,11:00,22:00,2.5,2,average,True,67370,13571
736,1,11,Italian,8:00,18:00,4.5,2,quiet,,85102,20616
737,2,47,Steakhouses,7:00,1:00,2.5,3,average,False,27595,9613
738,2,15,Steakhouses,10:00,20:00,3.0,3,,False,27595,9613
739,1,14,Steakhouses,16:00,22:00,2.0,3,average,False,34067,12477
740,3,103,Steakhouses,0:00,0:00,3.0,0,,False,26712,31850
741,3,62,Steakhouses,17:00,21:30,3.5,4,average,False,26712,31850
742,3,26,Steakhouses,17:00,21:30,3.5,3,average,False,26712,31850
743,2,64,Steakhouses,17:00,21:00,3.5,3,loud,False,14399,19204
744,2,9,Steakhouses,11:00,0:00,2.5,3,,False,14399,19204
745,3,7,Steakhouses,10:00,17:00,2.5,1,loud,False,18598,1999
746,3,49,Steakhouses,11:30,22:00,4.0,4,average,False,18598,1999
747,3,47,Steakhouses,17:00,23:00,4.0,4,quiet,True,18598,1999
748,1,3,Steakhouses,11:30,19:00,4.0,0,,,22880,12095
749,1,169,Japanese,11:00,22:00,3.0,3,very_loud,False,27595,9613
750,1,75,Japanese,11:30,14:00,4.0,2,average,False,28517,32482
751,8,126,Japanese,10:30,21:00,4.0,1,average,False,18473,28320
752,8,53,Japanese,11:00,21:00,3.0,2,average,True,18473,28320
753,8,52,Japanese,16:00,22:00,3.5,2,average,False,18473,28320
754,8,28,Japanese,0:00,0:00,3.0,1,average,False,18473,28320
755,8,13,Japanese,17:00,23:00,3.0,2,,False,18473,28320
756,8,35,Japanese,11:00,21:30,4.0,1,quiet,True,18473,28320
757,8,32,Japanese,11:00,22:00,4.0,1,average,False,18473,28320
758,8,57,Japanese,11:00,21:00,4.0,1,average,False,18473,28320
759,1,17,Japanese,17:00,22:00,3.5,2,quiet,True,39526,24691
760,5,121,Japanese,11:00,22:00,3.5,2,average,False,45173,26425
761,5,73,Japanese,9:00,21:30,3.5,2,average,False,45173,26425
762,5,142,Japanese,17:00,21:30,4.0,2,average,False,45173,26425
763,5,112,Japanese,12:00,22:00,3.5,2,average,True,45173,26425
764,5,63,Japanese,11:00,21:30,3.5,2,quiet,True,45173,26425
765,1,47,Japanese,11:30,14:00,4.0,2,quiet,False,14399,19204
766,1,33,Japanese,11:30,14:30,3.5,3,average,False,44018,19693
767,2,15,Japanese,11:00,20:00,4.5,2,average,False,18598,1999
768,2,81,Japanese,11:30,14:30,3.0,2,quiet,True,18598,1999
769,5,28,Japanese,16:30,22:00,4.0,2,average,False,22880,12095
770,5,57,Japanese,11:00,14:00,4.0,2,average,False,22880,12095
771,5,4,Japanese,11:00,22:00,4.5,1,quiet,False,22880,12095
772,5,56,Japanese,11:00,22:00,4.0,2,average,False,22880,12095
773,5,11,Japanese,16:00,22:00,3.5,2,quiet,True,22880,12095
774,1,88,Japanese,17:00,21:30,4.0,2,average,False,58440,17723
775,2,74,Japanese,17:00,21:30,4.0,4,average,False,32552,11792
776,2,10,Japanese,11:00,22:00,4.0,2,average,False,32552,11792
777,1,14,Sandwiches,9:00,18:00,4.0,1,average,False,27031,14326
778,8,9,Sandwiches,5:30,19:00,3.5,1,,False,27595,9613
779,8,13,Sandwiches,10:00,22:00,3.5,1,average,True,27595,9613
780,8,12,Sandwiches,11:00,20:00,4.5,1,quiet,False,27595,9613
781,8,36,Sandwiches,11:00,22:00,4.5,1,quiet,True,27595,9613
782,8,13,Sandwiches,11:00,20:00,5.0,2,average,False,27595,9613
783,8,4,Sandwiches,11:00,19:00,4.5,1,,False,27595,9613
784,8,6,Sandwiches,11:00,21:00,4.0,1,average,,27595,9613
785,8,77,Sandwiches,11:00,2:00,3.0,1,loud,False,27595,9613
786,2,8,Sandwiches,10:00,19:00,3.5,1,loud,False,38507,22586
787,2,43,Sandwiches,11:00,2:00,4.0,1,average,False,38507,22586
788,5,33,Sandwiches,7:00,17:00,4.0,1,very_loud,False,28517,32482
789,5,4,Sandwiches,7:00,19:00,5.0,2,,False,28517,32482
790,5,12,Sandwiches,9:00,16:00,3.5,1,average,True,28517,32482
791,5,14,Sandwiches,6:30,21:00,3.0,2,average,False,28517,32482
792,5,12,Sandwiches,8:00,20:00,4.0,1,quiet,False,28517,32482
793,1,4,Sandwiches,11:00,20:00,3.5,1,,True,24178,13352
794,1,8,Sandwiches,7:00,16:00,4.5,1,quiet,False,34067,12477
795,5,10,Sandwiches,12:00,19:00,3.0,2,loud,False,26712,31850
796,5,8,Sandwiches,7:00,20:00,4.5,1,quiet,False,26712,31850
797,5,48,Sandwiches,11:00,23:00,3.0,2,loud,False,26712,31850
798,5,27,Sandwiches,11:00,18:00,4.0,2,quiet,False,26712,31850
799,5,5,Sandwiches,7:00,14:00,2.5,2,average,False,26712,31850
800,15,16,Sandwiches,11:00,22:00,5.0,1,average,False,18473,28320
801,15,17,Sandwiches,5:30,18:00,3.5,1,quiet,False,18473,28320
802,15,5,Sandwiches,10:00,23:00,3.0,0,average,,18473,28320
803,15,9,Sandwiches,6:00,21:00,3.0,1,average,False,18473,28320
804,15,13,Sandwiches,8:00,22:00,3.5,1,quiet,True,18473,28320
805,15,13,Sandwiches,8:00,22:00,3.0,1,quiet,False,18473,28320
806,15,11,Sandwiches,11:00,23:00,3.5,1,,True,18473,28320
807,15,7,Sandwiches,11:00,17:00,3.0,1,average,True,18473,28320
808,15,9,Sandwiches,11:00,21:00,3.0,1,,False,18473,28320
809,15,158,Sandwiches,10:00,0:00,3.0,1,average,False,18473,28320
810,15,9,Sandwiches,9:00,2:00,3.0,1,average,False,18473,28320
811,15,48,Sandwiches,10:30,20:30,4.0,1,loud,False,18473,28320
812,15,16,Sandwiches,9:00,22:00,3.5,1,average,False,18473,28320
813,15,10,Sandwiches,12:00,19:00,2.5,1,average,False,18473,28320
814,15,5,Sandwiches,10:30,15:30,4.0,1,average,False,18473,28320
815,1,4,Sandwiches,7:00,15:00,4.5,1,quiet,False,43750,13212
816,3,8,Sandwiches,7:00,16:00,5.0,1,quiet,False,39526,24691
817,3,9,Sandwiches,11:00,23:30,4.0,2,average,True,39526,24691
818,3,3,Sandwiches,9:00,20:00,2.5,0,,,39526,24691
819,4,63,Sandwiches,11:00,20:30,4.0,1,average,False,45173,26425
820,4,30,Sandwiches,10:00,0:00,3.5,1,quiet,True,45173,26425
821,4,9,Sandwiches,5:30,20:00,3.0,1,average,False,45173,26425
